    Finished `release` profile [optimized] target(s) in 0.04s
     Running `target/release/train_dmc --num-envs 256 --steps 20000000 --batch-size 1024 --train-freq 4 --eval-freq 1000000 --eval-random-matches 100 --eval-naive-matches 0 --eval-smart-matches 0 --save-freq 500000 --pool-frac 0`
Device: CUDA
Envs: 256, Steps: 20000000, LR: 0.0003, Hidden: 1024
Training: batch=1024, freq=4
PER: alpha=0.6, beta=0.4->1
Opponents: 90% self, 0% pool, 10% random

      Step |   Eps |  Beta |  Buffer |     Loss | Episodes | Steps/s
  16640000 | 0.010 | 0.899 | 2000000 |   0.0057 | 114599007 |     427
  16650000 | 0.010 | 0.899 | 2000000 |   0.0057 | 114667877 |     425
  16660000 | 0.010 | 0.900 | 2000000 |   0.0056 | 114736745 |     443
  16670000 | 0.010 | 0.900 | 2000000 |   0.0057 | 114805613 |     452
  16680000 | 0.010 | 0.900 | 2000000 |   0.0057 | 114874483 |     440
  16690000 | 0.010 | 0.901 | 2000000 |   0.0057 | 114943341 |     421
  16700000 | 0.010 | 0.901 | 2000000 |   0.0056 | 115012219 |     414
  16710000 | 0.010 | 0.901 | 2000000 |   0.0055 | 115081087 |     397
  16720000 | 0.010 | 0.902 | 2000000 |   0.0057 | 115149957 |     414
  16730000 | 0.010 | 0.902 | 2000000 |   0.0055 | 115218822 |     411
  16740000 | 0.010 | 0.902 | 2000000 |   0.0056 | 115287707 |     416
  16750000 | 0.010 | 0.902 | 2000000 |   0.0056 | 115356573 |     435
  16760000 | 0.010 | 0.903 | 2000000 |   0.0055 | 115425435 |     405
  16770000 | 0.010 | 0.903 | 2000000 |   0.0057 | 115494313 |     390
  16780000 | 0.010 | 0.903 | 2000000 |   0.0056 | 115563193 |     431
  16790000 | 0.010 | 0.904 | 2000000 |   0.0057 | 115632062 |     452
  16800000 | 0.010 | 0.904 | 2000000 |   0.0055 | 115700914 |     444
  16810000 | 0.010 | 0.904 | 2000000 |   0.0056 | 115769792 |     445
  16820000 | 0.010 | 0.905 | 2000000 |   0.0055 | 115838673 |     455
  16830000 | 0.010 | 0.905 | 2000000 |   0.0055 | 115907530 |     446
  16840000 | 0.010 | 0.905 | 2000000 |   0.0055 | 115976404 |     451
  16850000 | 0.010 | 0.905 | 2000000 |   0.0056 | 116045278 |     453
  16860000 | 0.010 | 0.906 | 2000000 |   0.0056 | 116114142 |     447
  16870000 | 0.010 | 0.906 | 2000000 |   0.0055 | 116183009 |     424
  16880000 | 0.010 | 0.906 | 2000000 |   0.0055 | 116251874 |     444
  16890000 | 0.010 | 0.907 | 2000000 |   0.0055 | 116320728 |     401
  16900000 | 0.010 | 0.907 | 2000000 |   0.0057 | 116389605 |     408
  16910000 | 0.010 | 0.907 | 2000000 |   0.0055 | 116458469 |     401
  16920000 | 0.010 | 0.908 | 2000000 |   0.0055 | 116527334 |     412
  16930000 | 0.010 | 0.908 | 2000000 |   0.0055 | 116596209 |     411
  16940000 | 0.010 | 0.908 | 2000000 |   0.0055 | 116665078 |     430
  16950000 | 0.010 | 0.908 | 2000000 |   0.0056 | 116733940 |     437
  16960000 | 0.010 | 0.909 | 2000000 |   0.0055 | 116802809 |     448
  16970000 | 0.010 | 0.909 | 2000000 |   0.0055 | 116871678 |     448
  16980000 | 0.010 | 0.909 | 2000000 |   0.0055 | 116940529 |     457
  16990000 | 0.010 | 0.910 | 2000000 |   0.0055 | 117009406 |     454
  17000000 | 0.010 | 0.910 | 2000000 |   0.0054 | 117078285 |     410
  [EVAL] deals 70% | rand 98% (18s)
  [SAVE] models/dmc_17000000.safetensors
  17010000 | 0.010 | 0.910 | 2000000 |   0.0054 | 117147160 |     241
  17020000 | 0.010 | 0.911 | 2000000 |   0.0055 | 117216040 |     439
  17030000 | 0.010 | 0.911 | 2000000 |   0.0054 | 117284914 |     418
  17040000 | 0.010 | 0.911 | 2000000 |   0.0053 | 117353783 |     443
  17050000 | 0.010 | 0.911 | 2000000 |   0.0054 | 117422645 |     457
  17060000 | 0.010 | 0.912 | 2000000 |   0.0054 | 117491520 |     451
  17070000 | 0.010 | 0.912 | 2000000 |   0.0053 | 117560386 |     450
  17080000 | 0.010 | 0.912 | 2000000 |   0.0054 | 117629248 |     424
  17090000 | 0.010 | 0.913 | 2000000 |   0.0054 | 117698133 |     430
  17100000 | 0.010 | 0.913 | 2000000 |   0.0054 | 117767002 |     426
  17110000 | 0.010 | 0.913 | 2000000 |   0.0053 | 117835874 |     428
  17120000 | 0.010 | 0.914 | 2000000 |   0.0053 | 117904759 |     448
  17130000 | 0.010 | 0.914 | 2000000 |   0.0054 | 117973642 |     447
  17140000 | 0.010 | 0.914 | 2000000 |   0.0053 | 118042496 |     430
  17150000 | 0.010 | 0.914 | 2000000 |   0.0053 | 118111363 |     413
  17160000 | 0.010 | 0.915 | 2000000 |   0.0054 | 118180237 |     431
  17170000 | 0.010 | 0.915 | 2000000 |   0.0053 | 118249113 |     435
  17180000 | 0.010 | 0.915 | 2000000 |   0.0053 | 118317981 |     439
  17190000 | 0.010 | 0.916 | 2000000 |   0.0053 | 118386842 |     438
  17200000 | 0.010 | 0.916 | 2000000 |   0.0052 | 118455701 |     449
  17210000 | 0.010 | 0.916 | 2000000 |   0.0053 | 118524575 |     445
  17220000 | 0.010 | 0.917 | 2000000 |   0.0053 | 118593443 |     443
  17230000 | 0.010 | 0.917 | 2000000 |   0.0053 | 118662311 |     447
  17240000 | 0.010 | 0.917 | 2000000 |   0.0053 | 118731186 |     437
  17250000 | 0.010 | 0.917 | 2000000 |   0.0054 | 118800052 |     428
  17260000 | 0.010 | 0.918 | 2000000 |   0.0053 | 118868928 |     398
  17270000 | 0.010 | 0.918 | 2000000 |   0.0053 | 118937816 |     399
  17280000 | 0.010 | 0.918 | 2000000 |   0.0052 | 119006685 |     416
  17290000 | 0.010 | 0.919 | 2000000 |   0.0052 | 119075558 |     403
  17300000 | 0.010 | 0.919 | 2000000 |   0.0052 | 119144430 |     399
  17310000 | 0.010 | 0.919 | 2000000 |   0.0053 | 119213299 |     433
  17320000 | 0.010 | 0.920 | 2000000 |   0.0053 | 119282179 |     445
  17330000 | 0.010 | 0.920 | 2000000 |   0.0053 | 119351050 |     448
  17340000 | 0.010 | 0.920 | 2000000 |   0.0053 | 119419918 |     448
  17350000 | 0.010 | 0.920 | 2000000 |   0.0052 | 119488775 |     450
  17360000 | 0.010 | 0.921 | 2000000 |   0.0052 | 119557644 |     456
  17370000 | 0.010 | 0.921 | 2000000 |   0.0052 | 119626524 |     455
  17380000 | 0.010 | 0.921 | 2000000 |   0.0052 | 119695398 |     453
  17390000 | 0.010 | 0.922 | 2000000 |   0.0053 | 119764253 |     444
  17400000 | 0.010 | 0.922 | 2000000 |   0.0051 | 119833121 |     443
  17410000 | 0.010 | 0.922 | 2000000 |   0.0051 | 119902005 |     449
  17420000 | 0.010 | 0.923 | 2000000 |   0.0052 | 119970861 |     443
  17430000 | 0.010 | 0.923 | 2000000 |   0.0051 | 120039733 |     448
  17440000 | 0.010 | 0.923 | 2000000 |   0.0052 | 120108615 |     450
  17450000 | 0.010 | 0.923 | 2000000 |   0.0051 | 120177451 |     455
  17460000 | 0.010 | 0.924 | 2000000 |   0.0050 | 120246324 |     452
  17470000 | 0.010 | 0.924 | 2000000 |   0.0051 | 120315174 |     453
  17480000 | 0.010 | 0.924 | 2000000 |   0.0051 | 120384058 |     456
  17490000 | 0.010 | 0.925 | 2000000 |   0.0051 | 120452907 |     455
  17500000 | 0.010 | 0.925 | 2000000 |   0.0051 | 120521775 |     427
  [SAVE] models/dmc_17500000.safetensors
  17510000 | 0.010 | 0.925 | 2000000 |   0.0052 | 120590642 |     452
  17520000 | 0.010 | 0.926 | 2000000 |   0.0051 | 120659506 |     452
  17530000 | 0.010 | 0.926 | 2000000 |   0.0051 | 120728375 |     452
  17540000 | 0.010 | 0.926 | 2000000 |   0.0051 | 120797256 |     447
  17550000 | 0.010 | 0.926 | 2000000 |   0.0051 | 120866125 |     446
  17560000 | 0.010 | 0.927 | 2000000 |   0.0051 | 120934984 |     448
  17570000 | 0.010 | 0.927 | 2000000 |   0.0050 | 121003855 |     441
  17580000 | 0.010 | 0.927 | 2000000 |   0.0051 | 121072726 |     447
  17590000 | 0.010 | 0.928 | 2000000 |   0.0051 | 121141610 |     435
  17600000 | 0.010 | 0.928 | 2000000 |   0.0051 | 121210473 |     415
  17610000 | 0.010 | 0.928 | 2000000 |   0.0051 | 121279346 |     430
  17620000 | 0.010 | 0.929 | 2000000 |   0.0051 | 121348207 |     440
  17630000 | 0.010 | 0.929 | 2000000 |   0.0052 | 121417082 |     444
  17640000 | 0.010 | 0.929 | 2000000 |   0.0052 | 121485962 |     457
  17650000 | 0.010 | 0.929 | 2000000 |   0.0051 | 121554839 |     455
  17660000 | 0.010 | 0.930 | 2000000 |   0.0051 | 121623694 |     437
  17670000 | 0.010 | 0.930 | 2000000 |   0.0051 | 121692571 |     451
  17680000 | 0.010 | 0.930 | 2000000 |   0.0050 | 121761441 |     454
  17690000 | 0.010 | 0.931 | 2000000 |   0.0050 | 121830319 |     444
  17700000 | 0.010 | 0.931 | 2000000 |   0.0050 | 121899206 |     442
  17710000 | 0.010 | 0.931 | 2000000 |   0.0049 | 121968064 |     442
  17720000 | 0.010 | 0.932 | 2000000 |   0.0050 | 122036939 |     448
  17730000 | 0.010 | 0.932 | 2000000 |   0.0050 | 122105805 |     449
  17740000 | 0.010 | 0.932 | 2000000 |   0.0050 | 122174680 |     456
  17750000 | 0.010 | 0.932 | 2000000 |   0.0050 | 122243556 |     453
  17760000 | 0.010 | 0.933 | 2000000 |   0.0050 | 122312429 |     452
  17770000 | 0.010 | 0.933 | 2000000 |   0.0050 | 122381306 |     456
  17780000 | 0.010 | 0.933 | 2000000 |   0.0049 | 122450171 |     462
  17790000 | 0.010 | 0.934 | 2000000 |   0.0050 | 122519047 |     462
  17800000 | 0.010 | 0.934 | 2000000 |   0.0049 | 122587922 |     462
  17810000 | 0.010 | 0.934 | 2000000 |   0.0049 | 122656803 |     465
  17820000 | 0.010 | 0.935 | 2000000 |   0.0049 | 122725665 |     456
  17830000 | 0.010 | 0.935 | 2000000 |   0.0050 | 122794533 |     457
  17840000 | 0.010 | 0.935 | 2000000 |   0.0050 | 122863418 |     456
  17850000 | 0.010 | 0.935 | 2000000 |   0.0050 | 122932280 |     452
  17860000 | 0.010 | 0.936 | 2000000 |   0.0050 | 123001157 |     454
  17870000 | 0.010 | 0.936 | 2000000 |   0.0049 | 123070024 |     459
  17880000 | 0.010 | 0.936 | 2000000 |   0.0049 | 123138878 |     425
  17890000 | 0.010 | 0.937 | 2000000 |   0.0049 | 123207753 |     427
  17900000 | 0.010 | 0.937 | 2000000 |   0.0049 | 123276637 |     425
  17910000 | 0.010 | 0.937 | 2000000 |   0.0049 | 123345494 |     424
  17920000 | 0.010 | 0.938 | 2000000 |   0.0050 | 123414353 |     426
  17930000 | 0.010 | 0.938 | 2000000 |   0.0049 | 123483210 |     432
  17940000 | 0.010 | 0.938 | 2000000 |   0.0049 | 123552078 |     458
  17950000 | 0.010 | 0.938 | 2000000 |   0.0050 | 123620938 |     439
  17960000 | 0.010 | 0.939 | 2000000 |   0.0050 | 123689812 |     456
  17970000 | 0.010 | 0.939 | 2000000 |   0.0049 | 123758672 |     466
  17980000 | 0.010 | 0.939 | 2000000 |   0.0049 | 123827559 |     458
  17990000 | 0.010 | 0.940 | 2000000 |   0.0049 | 123896424 |     455
  18000000 | 0.010 | 0.940 | 2000000 |   0.0049 | 123965308 |     452
  [EVAL] deals 72% | rand 97% (18s)
  [SAVE] models/dmc_18000000.safetensors
  18010000 | 0.010 | 0.940 | 2000000 |   0.0049 | 124034171 |     245
  18020000 | 0.010 | 0.941 | 2000000 |   0.0048 | 124103062 |     430
  18030000 | 0.010 | 0.941 | 2000000 |   0.0048 | 124171946 |     430
  18040000 | 0.010 | 0.941 | 2000000 |   0.0049 | 124240815 |     424
  18050000 | 0.010 | 0.941 | 2000000 |   0.0049 | 124309690 |     429
  18060000 | 0.010 | 0.942 | 2000000 |   0.0048 | 124378564 |     445
  18070000 | 0.010 | 0.942 | 2000000 |   0.0048 | 124447440 |     430
  18080000 | 0.010 | 0.942 | 2000000 |   0.0048 | 124516307 |     442
  18090000 | 0.010 | 0.943 | 2000000 |   0.0048 | 124585176 |     432
  18100000 | 0.010 | 0.943 | 2000000 |   0.0048 | 124654047 |     447
  18110000 | 0.010 | 0.943 | 2000000 |   0.0049 | 124722910 |     443
  18120000 | 0.010 | 0.944 | 2000000 |   0.0048 | 124791783 |     445
  18130000 | 0.010 | 0.944 | 2000000 |   0.0048 | 124860657 |     443
  18140000 | 0.010 | 0.944 | 2000000 |   0.0047 | 124929527 |     446
  18150000 | 0.010 | 0.944 | 2000000 |   0.0047 | 124998396 |     441
  18160000 | 0.010 | 0.945 | 2000000 |   0.0047 | 125067281 |     434
  18170000 | 0.010 | 0.945 | 2000000 |   0.0047 | 125136181 |     418
  18180000 | 0.010 | 0.945 | 2000000 |   0.0047 | 125205052 |     430
  18190000 | 0.010 | 0.946 | 2000000 |   0.0047 | 125273938 |     442
  18200000 | 0.010 | 0.946 | 2000000 |   0.0047 | 125342807 |     445
  18210000 | 0.010 | 0.946 | 2000000 |   0.0047 | 125411686 |     438
  18220000 | 0.010 | 0.947 | 2000000 |   0.0047 | 125480545 |     443
  18230000 | 0.010 | 0.947 | 2000000 |   0.0047 | 125549427 |     431
  18240000 | 0.010 | 0.947 | 2000000 |   0.0047 | 125618291 |     439
  18250000 | 0.010 | 0.947 | 2000000 |   0.0046 | 125687180 |     457
  18260000 | 0.010 | 0.948 | 2000000 |   0.0048 | 125756045 |     448
  18270000 | 0.010 | 0.948 | 2000000 |   0.0048 | 125824906 |     444
  18280000 | 0.010 | 0.948 | 2000000 |   0.0047 | 125893784 |     437
  18290000 | 0.010 | 0.949 | 2000000 |   0.0048 | 125962641 |     430
  18300000 | 0.010 | 0.949 | 2000000 |   0.0046 | 126031518 |     435
  18310000 | 0.010 | 0.949 | 2000000 |   0.0046 | 126100396 |     433
  18320000 | 0.010 | 0.950 | 2000000 |   0.0047 | 126169271 |     445
  18330000 | 0.010 | 0.950 | 2000000 |   0.0047 | 126238136 |     456
  18340000 | 0.010 | 0.950 | 2000000 |   0.0047 | 126307014 |     458
  18350000 | 0.010 | 0.950 | 2000000 |   0.0046 | 126375874 |     453
  18360000 | 0.010 | 0.951 | 2000000 |   0.0046 | 126444712 |     439
  18370000 | 0.010 | 0.951 | 2000000 |   0.0046 | 126513595 |     456
  18380000 | 0.010 | 0.951 | 2000000 |   0.0046 | 126582459 |     447
  18390000 | 0.010 | 0.952 | 2000000 |   0.0046 | 126651326 |     449
  18400000 | 0.010 | 0.952 | 2000000 |   0.0046 | 126720195 |     445
  18410000 | 0.010 | 0.952 | 2000000 |   0.0046 | 126789069 |     426
  18420000 | 0.010 | 0.953 | 2000000 |   0.0046 | 126857919 |     446
  18430000 | 0.010 | 0.953 | 2000000 |   0.0046 | 126926799 |     461
  18440000 | 0.010 | 0.953 | 2000000 |   0.0046 | 126995668 |     453
  18450000 | 0.010 | 0.953 | 2000000 |   0.0047 | 127064515 |     451
